Identificador ̼nico de la manzana,Uso
002442022,OTROS
001411023,RESIDENCIAL
001411033,RESIDENCIAL
007401055,RESIDENCIAL
008415001,COMERCIO
008417059,RESIDENCIAL
008417060,RESIDENCIAL
002461046,OTROS
005110038,RESIDENCIAL
005110044,RESIDENCIAL
002546026,RESIDENCIAL
005111020,RESIDENCIAL
002565006,RESIDENCIAL
002503014,RESIDENCIAL
002507037,OTROS
008403012,RESIDENCIAL
004562070,RESIDENCIAL
008401041,RESIDENCIAL
001323038,RESIDENCIAL
004519036,RESIDENCIAL
004556009,RESIDENCIAL
002414050,RESIDENCIAL
008516004,BODEGAS
005404033,UNIVERSIDADES Y COLEGIOS
004553054,RESIDENCIAL
008416001,RESIDENCIAL
007407004,RESIDENCIAL
002626023,RESIDENCIAL
002618050,RESIDENCIAL
002418052,RESIDENCIAL
004307020,RESIDENCIAL
008513024,RESIDENCIAL
004523023,RESIDENCIAL
006510043,OTROS
005101002,RESIDENCIAL
004535037,RESIDENCIAL
006217022,RESIDENCIAL
006217023,RESIDENCIAL
006217028,RESIDENCIAL
004307016,RESIDENCIAL
002430062,RESIDENCIAL
002631024,RESIDENCIAL
004550071,RESIDENCIAL
004521007,RESIDENCIAL
002515031,RESIDENCIAL
002515035,RESIDENCIAL
001419071,RESIDENCIAL
005615009,RESIDENCIAL
004532051,RESIDENCIAL
001354006,OTROS
009101023,RESIDENCIAL
002615004,RESIDENCIAL
008416041,RESIDENCIAL
004593075,RESIDENCIAL
001305075,RESIDENCIAL
006301019,RESIDENCIAL
004528074,RESIDENCIAL
004539011,RESIDENCIAL
002616083,RESIDENCIAL
001110011,RESIDENCIAL
003208021,RESIDENCIAL
002556032,RESIDENCIAL
004502067,RESIDENCIAL
002311001,RESIDENCIAL
006510008,RESIDENCIAL
006510011,RESIDENCIAL
002413005,RESIDENCIAL
003206002,RESIDENCIAL
002509041,RESIDENCIAL
002509050,OTROS
004304030,RESIDENCIAL
004303017,OFICINAS
002420041,RESIDENCIAL
004308049,RESIDENCIAL
002436014,RESIDENCIAL
006501007,OTROS
008526073,RESIDENCIAL
009206041,RESIDENCIAL
001414083,RESIDENCIAL
001425034,RESIDENCIAL
002451049,OTROS
002451050,OTROS
001408052,RESIDENCIAL
008304009,RESIDENCIAL
004548003,RESIDENCIAL
006301022,RESIDENCIAL
002103014,RESIDENCIAL
004544044,RESIDENCIAL
004316017,RESIDENCIAL
001423026,RESIDENCIAL
004566005,RESIDENCIAL
001331072,OTROS
001331067,RESIDENCIAL
008508032,RESIDENCIAL
009120069,OTROS
003107017,OTROS
001412040,RESIDENCIAL
009251053,RESIDENCIAL
001348009,OTROS
004621039,OTROS
005107006,RESIDENCIAL
004612020,RESIDENCIAL
008515064,RESIDENCIAL
001423065,RESIDENCIAL
005405007,OTROS
008542010,RESIDENCIAL
004557023,RESIDENCIAL
002430067,RESIDENCIAL
004510005,COMERCIO
004212031,RESIDENCIAL
004503060,RESIDENCIAL
002559082,RESIDENCIAL
002502009,RESIDENCIAL
009118061,OTROS
004309043,RESIDENCIAL
002594062,RESIDENCIAL
004565007,RESIDENCIAL
003202028,RESIDENCIAL
009118043,RESIDENCIAL
009118044,RESIDENCIAL
002589009,COMERCIO
001332014,OTROS
009109054,RESIDENCIAL
002430058,RESIDENCIAL
002602002,OTROS
001402082,RESIDENCIAL
001403003,RESIDENCIAL
002506074,RESIDENCIAL
009256078,RESIDENCIAL
002561052,OTROS
002632002,RESIDENCIAL
002621018,RESIDENCIAL
005508016,OTROS
002521060,RESIDENCIAL
004512068,RESIDENCIAL
004305009,RESIDENCIAL
003203012,RESIDENCIAL
002438057,RESIDENCIAL
002436035,RESIDENCIAL
001357028,RESIDENCIAL
008304013,RESIDENCIAL
004535019,RESIDENCIAL
002460096,RESIDENCIAL
002460093,RESIDENCIAL
002438043,RESIDENCIAL
002438044,RESIDENCIAL
001348022,RESIDENCIAL
001348012,RESIDENCIAL
001414019,RESIDENCIAL
004595093,RESIDENCIAL
001402017,RESIDENCIAL
005102058,RESIDENCIAL
005102059,RESIDENCIAL
005111016,RESIDENCIAL
009211073,RESIDENCIAL
004595074,RESIDENCIAL
001419064,RESIDENCIAL
005508031,OTROS
005111036,RESIDENCIAL
002514067,RESIDENCIAL
007201011,RESIDENCIAL
002627063,RESIDENCIAL
004509060,RESIDENCIAL
005627050,RESIDENCIAL
004568006,RESIDENCIAL
004554028,RESIDENCIAL
008514031,RESIDENCIAL
001311016,RESIDENCIAL
002432029,RESIDENCIAL
001312018,RESIDENCIAL
009129037,RESIDENCIAL
002549077,RESIDENCIAL
002534065,OTROS
005649006,RESIDENCIAL
008513027,OFICINAS
006414006,RESIDENCIAL
001420010,RESIDENCIAL
004537025,RESIDENCIAL
005203023,RESIDENCIAL
002202053,RESIDENCIAL
007403024,RESIDENCIAL
004542014,RESIDENCIAL
006515055,RESIDENCIAL
006515056,RESIDENCIAL
006515057,RESIDENCIAL
002525048,OFICINAS
001207007,RESIDENCIAL
001207008,RESIDENCIAL
004502068,RESIDENCIAL
002621070,RESIDENCIAL
002621074,RESIDENCIAL
008507029,RESIDENCIAL
001206005,RESIDENCIAL
004532037,RESIDENCIAL
008510014,RESIDENCIAL
009206050,RESIDENCIAL
002612051,RESIDENCIAL
009245033,RESIDENCIAL
004532061,RESIDENCIAL
004512067,RESIDENCIAL
002553055,RESIDENCIAL
002634021,OTROS
006413013,RESIDENCIAL
005304047,RESIDENCIAL
002614006,RESIDENCIAL
004557007,RESIDENCIAL
009109031,RESIDENCIAL
009109033,RESIDENCIAL
002613047,RESIDENCIAL
004510004,RESIDENCIAL
006510003,RESIDENCIAL
009227031,RESIDENCIAL
005670044,RESIDENCIAL
004510013,RESIDENCIAL
002440026,RESIDENCIAL
004503010,RESIDENCIAL
004551059,RESIDENCIAL
002447020,RESIDENCIAL
004528050,RESIDENCIAL
008308006,RESIDENCIAL
008307019,RESIDENCIAL
006410018,COMERCIO
002597032,RESIDENCIAL
002594006,RESIDENCIAL
006506050,RESIDENCIAL
002616064,RESIDENCIAL
002622022,RESIDENCIAL
004552094,OTROS
002446001,RESIDENCIAL
002537083,RESIDENCIAL
001327049,RESIDENCIAL
001327050,RESIDENCIAL
001327064,RESIDENCIAL
004553033,RESIDENCIAL
002619038,RESIDENCIAL
002565011,OTROS
007405017,RESIDENCIAL
005679034,RESIDENCIAL
005657027,OTROS
001312031,RESIDENCIAL
002502036,OTROS
002506021,RESIDENCIAL
004584010,RESIDENCIAL
002539021,OTROS
007405009,RESIDENCIAL
002516047,OTROS
008543021,RESIDENCIAL
002408033,RESIDENCIAL
002441069,RESIDENCIAL
004642049,RESIDENCIAL
004594044,RESIDENCIAL
004642063,RESIDENCIAL
002505027,OTROS
002506005,RESIDENCIAL
006408051,RESIDENCIAL
006408066,RESIDENCIAL
002557002,RESIDENCIAL
002518025,RESIDENCIAL
002518028,OTROS
002451054,OTROS
002532014,OTROS
004565060,RESIDENCIAL
001311014,RESIDENCIAL
009227084,OTROS
001402073,RESIDENCIAL
008314004,OFICINAS
004559051,RESIDENCIAL
001344022,OTROS
001335046,RESIDENCIAL
006511002,RESIDENCIAL
002448005,RESIDENCIAL
002205004,RESIDENCIAL
004515057,RESIDENCIAL
004559039,RESIDENCIAL
008416008,RESIDENCIAL
004404014,RESIDENCIAL
004406050,RESIDENCIAL
007407014,RESIDENCIAL
007407017,RESIDENCIAL
004306007,RESIDENCIAL
005661070,RESIDENCIAL
001419025,RESIDENCIAL
001419055,RESIDENCIAL
004609034,RESIDENCIAL
004609036,RESIDENCIAL
005201059,RESIDENCIAL
004632008,RESIDENCIAL
009237035,RESIDENCIAL
009237034,RESIDENCIAL
009224016,OTROS
001402049,RESIDENCIAL
004533087,RESIDENCIAL
004533022,RESIDENCIAL
002573003,OTROS
002601022,RESIDENCIAL
002601023,RESIDENCIAL
004583063,RESIDENCIAL
006420042,RESIDENCIAL
002460055,OTROS
006505007,RESIDENCIAL
004553005,RESIDENCIAL
008519027,RESIDENCIAL
002446054,RESIDENCIAL
006420034,RESIDENCIAL
004607067,RESIDENCIAL
002634019,OTROS
002308027,RESIDENCIAL
004306002,RESIDENCIAL
004607088,RESIDENCIAL
002526075,RESIDENCIAL
002607083,OTROS
002601007,OTROS
002615008,RESIDENCIAL
002621032,OFICINAS
002621036,OTROS
006401023,RESIDENCIAL
006409032,RESIDENCIAL
002613060,UNIVERSIDADES Y COLEGIOS
004528028,RESIDENCIAL
009126034,RESIDENCIAL
001303020,RESIDENCIAL
008519086,RESIDENCIAL
001423084,RESIDENCIAL
008416033,RESIDENCIAL
008416034,RESIDENCIAL
002594067,RESIDENCIAL
008417068,RESIDENCIAL
008515021,RESIDENCIAL
001402050,RESIDENCIAL
001344021,OTROS
002634028,RESIDENCIAL
009108072,RESIDENCIAL
007209027,RESIDENCIAL
006307004,BODEGAS
005675044,RESIDENCIAL
007201002,RESIDENCIAL
004607078,RESIDENCIAL
009237059,RESIDENCIAL
002604002,RESIDENCIAL
002438038,RESIDENCIAL
002436020,RESIDENCIAL
008502038,OTROS
002451028,OTROS
002515007,OTROS
002456049,OTROS
001344039,OTROS
002503078,RESIDENCIAL
001344056,OTROS
001310050,RESIDENCIAL
008535029,RESIDENCIAL
002505025,RESIDENCIAL
002521069,RESIDENCIAL
005649008,RESIDENCIAL
005649010,RESIDENCIAL
002537015,RESIDENCIAL
002537017,RESIDENCIAL
005201056,OTROS
005201057,OTROS
002537006,RESIDENCIAL
002537007,RESIDENCIAL
002537009,RESIDENCIAL
002431003,RESIDENCIAL
002431006,RESIDENCIAL
002515096,OTROS
009111077,OTROS
009202035,RESIDENCIAL
004511009,RESIDENCIAL
004540086,RESIDENCIAL
004540088,RESIDENCIAL
004540089,RESIDENCIAL
004603023,RESIDENCIAL
007406017,OTROS
009267021,RESIDENCIAL
008521024,RESIDENCIAL
008508043,RESIDENCIAL
009203080,OTROS
004210010,RESIDENCIAL
009203065,RESIDENCIAL
006423012,RESIDENCIAL
002401006,RESIDENCIAL
005307068,RESIDENCIAL
004613038,RESIDENCIAL
004581039,RESIDENCIAL
004617009,RESIDENCIAL
001345029,RESIDENCIAL
004611081,OTROS
004583013,RESIDENCIAL
006414090,RESIDENCIAL
004625052,RESIDENCIAL
002566091,RESIDENCIAL
002566098,RESIDENCIAL
009267093,RESIDENCIAL
009106084,COMERCIO
,
004402068,RESIDENCIAL
006301008,RESIDENCIAL
002612098,OTROS
002573083,RESIDENCIAL
002202066,RESIDENCIAL
002529019,RESIDENCIAL
002529020,RESIDENCIAL
005626020,OFICINAS
002409014,RESIDENCIAL
004110044,COMERCIO
008312006,OFICINAS
008312007,RESIDENCIAL
005203022,RESIDENCIAL
002511004,RESIDENCIAL
002508055,RESIDENCIAL
002573084,RESIDENCIAL
008303004,RESIDENCIAL
002202067,RESIDENCIAL
002618002,RESIDENCIAL
002616032,RESIDENCIAL
002616039,RESIDENCIAL
002617007,RESIDENCIAL
004609080,RESIDENCIAL
004512019,OTROS
004517099,RESIDENCIAL
001338018,OTROS
001330029,RESIDENCIAL
008417072,RESIDENCIAL
009114023,RESIDENCIAL
007202042,RESIDENCIAL
002428056,RESIDENCIAL
001328048,OTROS
004556058,RESIDENCIAL
009257010,RESIDENCIAL
005106016,RESIDENCIAL
006216037,OTROS
006216023,OTROS
001308067,RESIDENCIAL
003103010,RESIDENCIAL
001316052,RESIDENCIAL
002507010,RESIDENCIAL
006505016,RESIDENCIAL
002533035,OTROS
004604043,RESIDENCIAL
002539030,OTROS
004509072,RESIDENCIAL
009129034,RESIDENCIAL
002516005,RESIDENCIAL
002558057,OTROS
002558056,RESIDENCIAL
001313017,RESIDENCIAL
002558062,OTROS
002559004,RESIDENCIAL
005404026,RESIDENCIAL
004576006,RESIDENCIAL
002556033,RESIDENCIAL
005649048,RESIDENCIAL
006505011,RESIDENCIAL
008502015,BODEGAS
001417021,RESIDENCIAL
001402054,RESIDENCIAL
004565021,RESIDENCIAL
001422024,RESIDENCIAL
002450036,RESIDENCIAL
004533004,RESIDENCIAL
005404024,RESIDENCIAL
002526031,RESIDENCIAL
002534008,OFICINAS
006502020,RESIDENCIAL
005401053,RESIDENCIAL
001354003,OTROS
008520003,RESIDENCIAL
009122010,RESIDENCIAL
004594036,RESIDENCIAL
001402032,RESIDENCIAL
001402037,RESIDENCIAL
004526030,RESIDENCIAL
002538085,RESIDENCIAL
009135008,RESIDENCIAL
005502039,RESIDENCIAL
006107018,COMERCIO
004547019,BODEGAS
002576076,RESIDENCIAL
004529042,RESIDENCIAL
,
,
,
,
,
,
,
,
002617009,RESIDENCIAL
001423046,RESIDENCIAL
002607014,RESIDENCIAL
002613045,RESIDENCIAL
008412002,RESIDENCIAL
006414032,OTROS
004202027,RESIDENCIAL
004202037,RESIDENCIAL
002566063,RESIDENCIAL
008517028,RESIDENCIAL
002553035,RESIDENCIAL
008417040,RESIDENCIAL
001402044,RESIDENCIAL
009123010,RESIDENCIAL
001402038,RESIDENCIAL
005404079,RESIDENCIAL
004627002,RESIDENCIAL
004627019,OTROS
004627022,RESIDENCIAL
005501017,RESIDENCIAL
001408066,RESIDENCIAL
004105004,RESIDENCIAL
004552059,RESIDENCIAL
004509074,RESIDENCIAL
002507018,RESIDENCIAL
002436049,RESIDENCIAL
009212067,RESIDENCIAL
002501033,RESIDENCIAL
002526034,OTROS
001323055,RESIDENCIAL
005205011,RESIDENCIAL
002559008,RESIDENCIAL
002559066,RESIDENCIAL
006313016,RESIDENCIAL
002502022,RESIDENCIAL
008412010,RESIDENCIAL
002449012,OTROS
009117061,RESIDENCIAL
001356065,RESIDENCIAL
006216014,HOTELES
006216015,OFICINAS
001344045,RESIDENCIAL
001344046,OTROS
001344048,RESIDENCIAL
005602010,RESIDENCIAL
001113009,RESIDENCIAL
002513013,RESIDENCIAL
004540084,RESIDENCIAL
004540085,RESIDENCIAL
004104042,BODEGAS
002420032,RESIDENCIAL
002420033,RESIDENCIAL
004592025,RESIDENCIAL
009123004,RESIDENCIAL
001315069,RESIDENCIAL
001410006,RESIDENCIAL
001410011,RESIDENCIAL
009109006,RESIDENCIAL
004535025,OFICINAS
001314037,RESIDENCIAL
009227010,RESIDENCIAL
006515032,RESIDENCIAL
006515033,RESIDENCIAL
001331088,OTROS
002528037,RESIDENCIAL
004533074,UNIVERSIDADES Y COLEGIOS
002568071,OTROS
005207011,RESIDENCIAL
002418088,RESIDENCIAL
001402010,RESIDENCIAL
006508003,RESIDENCIAL
007206028,RESIDENCIAL
005649063,RESIDENCIAL
004581034,RESIDENCIAL
005649052,RESIDENCIAL
,
,
,
,
,
,
,
002461018,OTROS
009135016,OTROS
004510024,COMERCIO
004529017,RESIDENCIAL
001409022,RESIDENCIAL
006402011,RESIDENCIAL
006403074,RESIDENCIAL
006404035,BODEGAS
002420003,RESIDENCIAL
002630007,OTROS
006510038,RESIDENCIAL
002420009,RESIDENCIAL
002559002,RESIDENCIAL
004511021,RESIDENCIAL
002449063,RESIDENCIAL
002449060,RESIDENCIAL
002449061,RESIDENCIAL
009252067,RESIDENCIAL
004643097,RESIDENCIAL
001356081,RESIDENCIAL
004540052,RESIDENCIAL
005627046,RESIDENCIAL
005508037,RESIDENCIAL
005103015,RESIDENCIAL
002101024,RESIDENCIAL
002449039,OTROS
004540081,RESIDENCIAL
006403039,RESIDENCIAL
008204004,RESIDENCIAL
002438035,OTROS
002510031,RESIDENCIAL
008405013,RESIDENCIAL
002506086,RESIDENCIAL
004586067,RESIDENCIAL
009129026,RESIDENCIAL
002552078,RESIDENCIAL
002501036,RESIDENCIAL
002505019,RESIDENCIAL
004584078,RESIDENCIAL
001420040,RESIDENCIAL
002533013,OTROS
004550017,RESIDENCIAL
002537055,RESIDENCIAL
002426024,RESIDENCIAL
003203005,RESIDENCIAL
002444040,RESIDENCIAL
002444041,OTROS
008528033,RESIDENCIAL
005404052,RESIDENCIAL
008513055,RESIDENCIAL
001402006,RESIDENCIAL
005404038,RESIDENCIAL
006320025,OTROS
004403082,RESIDENCIAL
004404024,RESIDENCIAL
005655019,RESIDENCIAL
001402015,RESIDENCIAL
001412093,RESIDENCIAL
001412096,RESIDENCIAL
006216038,OTROS
004502022,RESIDENCIAL
009267051,RESIDENCIAL
008508025,RESIDENCIAL
004531019,RESIDENCIAL
007205020,RESIDENCIAL
001426034,RESIDENCIAL
001426038,RESIDENCIAL
,
,
,
,
,
,
,
,
,
,
,
,
,
001409081,RESIDENCIAL
004405016,RESIDENCIAL
005649050,RESIDENCIAL
005649056,RESIDENCIAL
005649060,OTROS
006414013,INDUSTRIA
004307009,RESIDENCIAL
004642019,RESIDENCIAL
002621011,RESIDENCIAL
002461090,RESIDENCIAL
002517069,RESIDENCIAL
002461008,RESIDENCIAL
004509005,RESIDENCIAL
001429011,RESIDENCIAL
002437036,RESIDENCIAL
002514055,OTROS
002607028,OTROS
004524008,RESIDENCIAL
005502006,RESIDENCIAL
004611072,OTROS
004512011,RESIDENCIAL
004102005,RESIDENCIAL
008413022,OFICINAS
006528012,RESIDENCIAL
002613081,OFICINAS
002424044,RESIDENCIAL
004549003,RESIDENCIAL
004587004,RESIDENCIAL
006308010,OTROS
002506084,RESIDENCIAL
008417081,RESIDENCIAL
004511028,RESIDENCIAL
004534097,COMERCIO
002107031,RESIDENCIAL
004552048,RESIDENCIAL
002449021,OTROS
006504009,RESIDENCIAL
006313053,OTROS
008511012,RESIDENCIAL
008508042,RESIDENCIAL
005627080,OTROS
005116017,COMERCIO
005668086,RESIDENCIAL
002509027,RESIDENCIAL
002504018,RESIDENCIAL
002504019,RESIDENCIAL
002511035,RESIDENCIAL
002511036,RESIDENCIAL
002440010,OTROS
005649039,RESIDENCIAL
005649040,RESIDENCIAL
004554078,RESIDENCIAL
004554083,RESIDENCIAL
002428088,RESIDENCIAL
004612004,RESIDENCIAL
002439029,RESIDENCIAL
002559049,RESIDENCIAL
005684026,RESIDENCIAL
005684016,RESIDENCIAL
001428007,RESIDENCIAL
001211007,RESIDENCIAL
002202051,RESIDENCIAL
009101002,RESIDENCIAL
005627015,RESIDENCIAL
005202023,OTROS
001328025,RESIDENCIAL
007305009,RESIDENCIAL
007202048,RESIDENCIAL
004579061,RESIDENCIAL
001204022,RESIDENCIAL
001107045,RESIDENCIAL
004506004,RESIDENCIAL
001427025,RESIDENCIAL
001321032,RESIDENCIAL
001418044,RESIDENCIAL
001418045,RESIDENCIAL
002437072,RESIDENCIAL
009118034,RESIDENCIAL
005623007,RESIDENCIAL
004582074,RESIDENCIAL
002554032,RESIDENCIAL
007307014,RESIDENCIAL
002553071,RESIDENCIAL
002441097,OTROS
001323054,RESIDENCIAL
004538010,RESIDENCIAL
004551014,RESIDENCIAL
002579022,RESIDENCIAL
008307037,RESIDENCIAL
004554005,RESIDENCIAL
008535025,RESIDENCIAL
002308012,RESIDENCIAL
004107063,RESIDENCIAL
008307003,RESIDENCIAL
006403021,RESIDENCIAL
004207004,INDUSTRIA
005627040,RESIDENCIAL
002401001,RESIDENCIAL
004554013,RESIDENCIAL
004580007,RESIDENCIAL
004554024,RESIDENCIAL
009242039,RESIDENCIAL
004503040,COMERCIO
002103010,RESIDENCIAL
002504022,RESIDENCIAL
005649078,RESIDENCIAL
005649084,OFICINAS
002528084,RESIDENCIAL
001111014,RESIDENCIAL
002509006,RESIDENCIAL
005401015,RESIDENCIAL
004545026,RESIDENCIAL
005649073,RESIDENCIAL
005627042,RESIDENCIAL
005627043,RESIDENCIAL
005627045,RESIDENCIAL
004607036,RESIDENCIAL
004638039,OTROS
004593028,RESIDENCIAL
004593029,RESIDENCIAL
001107016,RESIDENCIAL
002519080,RESIDENCIAL
004593030,RESIDENCIAL
002546009,RESIDENCIAL
005627065,RESIDENCIAL
004531024,RESIDENCIAL
002590047,UNIVERSIDADES Y COLEGIOS
002441072,OTROS
004595075,RESIDENCIAL
004595076,RESIDENCIAL
004595094,RESIDENCIAL
004595068,RESIDENCIAL
002506016,RESIDENCIAL
004412025,RESIDENCIAL
002448026,RESIDENCIAL
002579014,RESIDENCIAL
009106008,RESIDENCIAL
002580064,RESIDENCIAL
002536038,RESIDENCIAL
001308089,RESIDENCIAL
002525062,RESIDENCIAL
002630010,RESIDENCIAL
002543050,RESIDENCIAL
002543049,RESIDENCIAL
002543055,OTROS
002513043,RESIDENCIAL
002307037,RESIDENCIAL
005405012,RESIDENCIAL
004101041,RESIDENCIAL
001408072,RESIDENCIAL
002412004,RESIDENCIAL
001330046,RESIDENCIAL
002407032,RESIDENCIAL
004404046,RESIDENCIAL
002424018,RESIDENCIAL
004506009,RESIDENCIAL
005626069,RESIDENCIAL
002621031,RESIDENCIAL
002545010,RESIDENCIAL
005206020,RESIDENCIAL
005206022,RESIDENCIAL
002204019,RESIDENCIAL
009129051,COMERCIO
009259040,RESIDENCIAL
008416019,RESIDENCIAL
008416020,RESIDENCIAL
002529015,RESIDENCIAL
001413082,RESIDENCIAL
001402052,RESIDENCIAL
002568073,OTROS
004531020,RESIDENCIAL
008204016,RESIDENCIAL
002437058,RESIDENCIAL
009267097,OTROS
002307035,RESIDENCIAL
006301085,INDUSTRIA
004633021,RESIDENCIAL
002610017,RESIDENCIAL
008402003,RESIDENCIAL
004208031,BODEGAS
005680061,OTROS
009118009,RESIDENCIAL
002446015,RESIDENCIAL
002527056,RESIDENCIAL
001417096,OTROS
009257035,RESIDENCIAL
004309026,OTROS
008414048,RESIDENCIAL
006403091,BODEGAS
008413011,RESIDENCIAL
008413012,OFICINAS
008416045,RESIDENCIAL
008416047,RESIDENCIAL
009245021,RESIDENCIAL
002308003,RESIDENCIAL
005201066,OTROS
002584069,RESIDENCIAL
004310028,RESIDENCIAL
004604059,RESIDENCIAL
004604080,RESIDENCIAL
005111005,RESIDENCIAL
005102050,RESIDENCIAL
004595061,RESIDENCIAL
002612053,RESIDENCIAL
002568021,RESIDENCIAL
002507003,OFICINAS
002507006,RESIDENCIAL
005613061,RESIDENCIAL
002554024,RESIDENCIAL
002544050,RESIDENCIAL
002537057,RESIDENCIAL
004509063,RESIDENCIAL
002518014,OTROS
006511004,RESIDENCIAL
009129003,RESIDENCIAL
009129004,RESIDENCIAL
002438007,RESIDENCIAL
004306016,RESIDENCIAL
004206020,RESIDENCIAL
009257036,RESIDENCIAL
005105020,RESIDENCIAL
005116010,RESIDENCIAL
009107042,OTROS
001412029,RESIDENCIAL
003210013,RESIDENCIAL
009226026,RESIDENCIAL
005627061,"CLINICAS, HOSPITALES, CENTROS MEDICOS"
004559046,RESIDENCIAL
004559052,RESIDENCIAL
006508020,RESIDENCIAL
005111023,RESIDENCIAL
002528086,RESIDENCIAL
005205002,RESIDENCIAL
005205003,RESIDENCIAL
005205009,RESIDENCIAL
005205017,RESIDENCIAL
001402075,RESIDENCIAL
001402076,RESIDENCIAL
005613041,OTROS
005628069,RESIDENCIAL
004621080,OTROS
004522086,RESIDENCIAL
008305002,RESIDENCIAL
001427013,RESIDENCIAL
001410017,RESIDENCIAL
008510012,RESIDENCIAL
004599002,RESIDENCIAL
004599007,RESIDENCIAL
001331073,OTROS
002436058,RESIDENCIAL
009109008,RESIDENCIAL
001348033,RESIDENCIAL
009222063,RESIDENCIAL
004501078,OTROS
009237049,OTROS
005684010,RESIDENCIAL
008508051,RESIDENCIAL
002610028,RESIDENCIAL
005307066,OTROS
008413006,HOTELES
006403075,BODEGAS
002515048,RESIDENCIAL
002515057,OTROS
005502069,RESIDENCIAL
005657014,OTROS
005649018,OTROS
004642066,RESIDENCIAL
001347052,RESIDENCIAL
002505005,RESIDENCIAL
002505008,UNIVERSIDADES Y COLEGIOS
002505010,RESIDENCIAL
001412042,RESIDENCIAL
009256043,RESIDENCIAL
002441062,RESIDENCIAL
002424015,OTROS
004524015,RESIDENCIAL
004524033,RESIDENCIAL
004524043,RESIDENCIAL
007301018,RESIDENCIAL
008505047,RESIDENCIAL
002407034,RESIDENCIAL
002613089,RESIDENCIAL
002619028,RESIDENCIAL
002437061,RESIDENCIAL
005102046,RESIDENCIAL
004511040,RESIDENCIAL
002506088,RESIDENCIAL
002506095,COMERCIO
005636062,RESIDENCIAL
004539053,RESIDENCIAL
004574001,RESIDENCIAL
002434050,RESIDENCIAL
005105023,OTROS
002594093,UNIVERSIDADES Y COLEGIOS
002509061,OTROS
001414054,RESIDENCIAL
005116018,OTROS
004559047,RESIDENCIAL
009232077,RESIDENCIAL
002589007,RESIDENCIAL
001414067,RESIDENCIAL
001414068,RESIDENCIAL
001405024,RESIDENCIAL
002546076,OTROS
002546077,OTROS
002461010,RESIDENCIAL
002461078,RESIDENCIAL
005201064,OTROS
002436022,RESIDENCIAL
002456052,RESIDENCIAL
005504013,RESIDENCIAL
009105013,RESIDENCIAL
008506035,RESIDENCIAL
008506037,RESIDENCIAL
002508032,RESIDENCIAL
004620022,OTROS
001420043,RESIDENCIAL
001420048,RESIDENCIAL
002507035,RESIDENCIAL
008533021,RESIDENCIAL
002438003,RESIDENCIAL
002438017,RESIDENCIAL
004509027,RESIDENCIAL
002509007,RESIDENCIAL
002509009,RESIDENCIAL
005404018,UNIVERSIDADES Y COLEGIOS
002420013,RESIDENCIAL
004531012,RESIDENCIAL
004501014,RESIDENCIAL
007403008,RESIDENCIAL
008410003,OTROS
002512001,RESIDENCIAL
001410012,RESIDENCIAL
004609024,RESIDENCIAL
002407030,RESIDENCIAL
004613004,RESIDENCIAL
003211018,RESIDENCIAL
009227013,RESIDENCIAL
001323065,OTROS
001211003,OTROS
009266012,RESIDENCIAL
005404060,OTROS
009257038,RESIDENCIAL
001403010,RESIDENCIAL
006504074,RESIDENCIAL
002513063,UNIVERSIDADES Y COLEGIOS
001401037,RESIDENCIAL
007307002,RESIDENCIAL
006508038,RESIDENCIAL
004501010,RESIDENCIAL
004555014,RESIDENCIAL
003106007,OFICINAS
009227022,RESIDENCIAL
009227040,RESIDENCIAL
008404001,RESIDENCIAL
001412024,RESIDENCIAL
002424032,RESIDENCIAL
006507020,RESIDENCIAL
002605052,OTROS
005403043,RESIDENCIAL
002622024,RESIDENCIAL
002622027,OFICINAS
002597040,RESIDENCIAL
002607005,OTROS
002606027,RESIDENCIAL
004587008,OTROS
009109015,RESIDENCIAL
009109023,RESIDENCIAL
009109024,RESIDENCIAL
004599015,RESIDENCIAL
009114007,OTROS
002607041,OFICINAS
004502037,RESIDENCIAL
004502038,COMERCIO
004535006,RESIDENCIAL
002407026,RESIDENCIAL
004503042,RESIDENCIAL
004544042,RESIDENCIAL
002513035,RESIDENCIAL
002513036,RESIDENCIAL
002451031,OTROS
002617030,RESIDENCIAL
002613062,RESIDENCIAL
002616053,OTROS
007101027,RESIDENCIAL
002617053,OTROS
002442046,OTROS
004531002,RESIDENCIAL
002424045,RESIDENCIAL
001310043,RESIDENCIAL
009220018,RESIDENCIAL
004503020,RESIDENCIAL
002532003,RESIDENCIAL
009135060,RESIDENCIAL
009128023,RESIDENCIAL
001337031,OTROS
009107024,RESIDENCIAL
001203008,RESIDENCIAL
005626049,RESIDENCIAL
008515002,RESIDENCIAL
004512048,RESIDENCIAL
002546090,OTROS
005106035,RESIDENCIAL
005106031,RESIDENCIAL
005106026,RESIDENCIAL
005106032,RESIDENCIAL
005106033,RESIDENCIAL
001312039,RESIDENCIAL
007402011,RESIDENCIAL
001425018,RESIDENCIAL
002521010,RESIDENCIAL
002521012,RESIDENCIAL
004594078,RESIDENCIAL
001103065,RESIDENCIAL
001103073,OTROS
002518010,RESIDENCIAL
009129079,RESIDENCIAL
002504085,OTROS
002504087,OTROS
008112020,OTROS
002436047,RESIDENCIAL
009217024,RESIDENCIAL
002511040,RESIDENCIAL
002450037,OFICINAS
002525069,RESIDENCIAL
005304059,COMERCIO
002525057,OTROS
006413023,RESIDENCIAL
002533060,OTROS
